"Label (Grouping)","Total:","Total:!!White alone","Total:!!Black or African American alone","Total:!!American Indian and Alaska Native alone","Total:!!Asian alone","Total:!!Native Hawaiian and Other Pacific Islander alone","Total:!!Some other race alone","Total:!!Two or more races:","Total:!!Two or more races:!!Two races including Some other race","Total:!!Two or more races:!!Two races excluding Some other race, and three or more races"
"    Estimate","315,976","269,189","12,324","2,027","13,418","205","4,371","14,442","3,168","11,274"
"Lincoln County, Nebraska","","","","","","","","","",""
"    Estimate","35,042","32,747","561","228","251","21","275","959","527","432"
"Logan County, Nebraska","","","","","","","","","",""
"    Estimate","896","885","0","4","0","0","0","7","7","0"
"Loup County, Nebraska","","","","","","","","","",""
"    Estimate","690","629","0","3","0","0","0","58","49","9"
"McPherson County, Nebraska","","","","","","","","","",""
"    Estimate","420","415","0","0","0","0","5","0","0","0"
"Madison County, Nebraska","","","","","","","","","",""
"    Estimate","35,023","31,308","428","545","634","0","1,076","1,032","560","472"
"Merrick County, Nebraska","","","","","","","","","",""
"    Estimate","7,826","7,391","61","26","96","0","108","144","46","98"
"Morrill County, Nebraska","","","","","","","","","",""
"    Estimate","4,711","4,332","13","16","37","0","19","294","209","85"
"Nance County, Nebraska","","","","","","","","","",""
"    Estimate","3,525","3,430","10","19","0","0","8","58","38","20"
"Nemaha County, Nebraska","","","","","","","","","",""
"    Estimate","6,978","6,503","107","27","50","2","26","263","189","74"
"Nuckolls County, Nebraska","","","","","","","","","",""
"    Estimate","4,204","4,074","13","31","47","7","3","29","0","29"
"Otoe County, Nebraska","","","","","","","","","",""
"    Estimate","15,965","14,877","108","17","35","0","394","534","176","358"
"Pawnee County, Nebraska","","","","","","","","","",""
"    Estimate","2,640","2,548","5","0","0","0","0","87","0","87"
"Perkins County, Nebraska","","","","","","","","","",""
"    Estimate","2,889","2,830","5","4","0","0","19","31","4","27"
"Phelps County, Nebraska","","","","","","","","","",""
"    Estimate","9,050","8,561","9","88","19","13","62","298","231","67"
"Pierce County, Nebraska","","","","","","","","","",""
"    Estimate","7,132","6,889","10","13","18","0","13","189","0","189"
"Platte County, Nebraska","","","","","","","","","",""
"    Estimate","33,250","30,145","193","67","277","5","1,288","1,275","914","361"
"Polk County, Nebraska","","","","","","","","","",""
"    Estimate","5,208","4,967","10","9","0","0","103","119","40","79"
"Red Willow County, Nebraska","","","","","","","","","",""
"    Estimate","10,725","10,073","69","41","20","0","153","369","16","353"
"Richardson County, Nebraska","","","","","","","","","",""
"    Estimate","7,913","7,362","79","178","11","0","2","281","2","279"
"Rock County, Nebraska","","","","","","","","","",""
"    Estimate","1,430","1,382","24","13","0","0","2","9","9","0"
"Saline County, Nebraska","","","","","","","","","",""
"    Estimate","14,221","12,356","206","41","456","0","633","529","256","273"
"Sarpy County, Nebraska","","","","","","","","","",""
"    Estimate","183,956","157,832","7,267","862","4,761","147","4,677","8,410","1,991","6,419"
"Saunders County, Nebraska","","","","","","","","","",""
"    Estimate","21,356","20,663","136","39","74","0","65","379","73","306"
"Scotts Bluff County, Nebraska","","","","","","","","","",""
"    Estimate","35,884","31,682","233","680","236","40","1,049","1,964","1,322","642"
"Seward County, Nebraska","","","","","","","","","",""
"    Estimate","17,217","16,546","112","19","75","0","81","384","86","298"
"Sheridan County, Nebraska","","","","","","","","","",""
"    Estimate","5,215","4,294","122","496","64","1","16","222","29","193"
"Sherman County, Nebraska","","","","","","","","","",""
"    Estimate","3,015","2,924","5","0","22","1","32","31","10","21"
"Sioux County, Nebraska","","","","","","","","","",""
"    Estimate","1,298","1,192","37","7","0","0","53","9","0","9"
"Stanton County, Nebraska","","","","","","","","","",""
"    Estimate","5,946","5,698","116","0","14","0","50","68","36","32"
"Thayer County, Nebraska","","","","","","","","","",""
"    Estimate","5,000","4,781","26","10","0","0","32","151","60","91"
"Thomas County, Nebraska","","","","","","","","","",""
"    Estimate","586","579","0","2","0","0","0","5","0","5"
"Thurston County, Nebraska","","","","","","","","","",""
"    Estimate","7,218","2,685","14","4,183","53","0","66","217","53","164"
"Valley County, Nebraska","","","","","","","","","",""
"    Estimate","4,100","4,023","17","15","0","0","10","35","0","35"
"Washington County, Nebraska","","","","","","","","","",""
"    Estimate","20,546","19,781","129","0","68","34","131","403","58","345"
"Wayne County, Nebraska","","","","","","","","","",""
"    Estimate","9,388","8,925","116","14","67","0","53","213","25","188"
"Webster County, Nebraska","","","","","","","","","",""
"    Estimate","3,497","3,350","7","29","0","30","7","74","1","73"
"Wheeler County, Nebraska","","","","","","","","","",""
"    Estimate","689","682","0","0","1","0","4","2","0","2"
"York County, Nebraska","","","","","","","","","",""
"    Estimate","13,671","12,719","204","79","34","0","243","392","88","304"
"Churchill County, Nevada","","","","","","","","","",""
"    Estimate","24,606","19,345","638","1,217","692","28","1,186","1,500","735","765"
"Clark County, Nevada","","","","","","","","","",""
"    Estimate","2,228,866","1,261,346","265,744","19,198","220,504","17,714","264,544","179,816","76,272","103,544"
"Douglas County, Nevada","","","","","","","","","",""
"    Estimate","48,486","42,047","339","817","928","112","2,042","2,201","833","1,368"
"Elko County, Nevada","","","","","","","","","",""
"    Estimate","52,537","42,040","676","2,939","653","70","3,194","2,965","2,301","664"
"Esmeralda County, Nevada","","","","","","","","","",""
"    Estimate","1,030","999","15","15","0","0","0","1","0","1"
"Eureka County, Nevada","","","","","","","","","",""
"    Estimate","1,839","1,742","1","68","11","0","17","0","0","0"
"Humboldt County, Nevada","","","","","","","","","",""
"    Estimate","16,834","13,946","174","814","151","9","1,171","569","281","288"
"Lander County, Nevada","","","","","","","","","",""
"    Estimate","5,565","5,099","88","273","4","0","33","68","5","63"
"Lincoln County, Nevada","","","","","","","","","",""
"    Estimate","5,177","4,361","226","58","49","0","230","253","237","16"
"Lyon County, Nevada","","","","","","","","","",""
"    Estimate","55,667","46,148","508","1,508","698","101","3,199","3,505","1,409","2,096"
"Mineral County, Nevada","","","","","","","","","",""
"    Estimate","4,487","3,156","129","916","65","0","103","118","21","97"
"Nye County, Nevada","","","","","","","","","",""
"    Estimate","45,514","36,795","965","717","793","185","3,418","2,641","946","1,695"
"Pershing County, Nevada","","","","","","","","","",""
"    Estimate","6,591","4,927","227","258","132","5","653","389","93","296"
"Storey County, Nevada","","","","","","","","","",""
"    Estimate","4,086","3,422","112","17","34","0","11","490","8","482"
"Washoe County, Nevada","","","","","","","","","",""
"    Estimate","464,182","343,877","11,195","7,196","25,935","3,137","41,950","30,892","13,501","17,391"
"White Pine County, Nevada","","","","","","","","","",""
"    Estimate","9,570","8,055","619","377","106","0","148","265","63","202"
"Carson City, Nevada","","","","","","","","","",""
"    Estimate","55,244","43,743","1,066","1,327","1,559","37","4,704","2,808","1,460","1,348"
"Belknap County, New Hampshire","","","","","","","","","",""
"    Estimate","61,174","58,620","394","205","623","7","172","1,153","331","822"
"Carroll County, New Hampshire","","","","","","","","","",""
"    Estimate","48,461","46,818","253","127","360","0","77","826","208","618"
"Cheshire County, New Hampshire","","","","","","","","","",""
"    Estimate","76,040","72,052","654","186","704","31","402","2,011","388","1,623"
"Coos County, New Hampshire","","","","","","","","","",""
"    Estimate","31,486","30,012","670","44","170","25","78","487","126","361"
"Grafton County, New Hampshire","","","","","","","","","",""
"    Estimate","90,331","82,543","1,187","268","3,185","47","349","2,752","769","1,983"
"Hillsborough County, New Hampshire","","","","","","","","","",""
"    Estimate","415,305","365,082","11,349","488","17,287","142","4,444","16,513","5,470","11,043"
"Merrimack County, New Hampshire","","","","","","","","","",""
"    Estimate","150,902","140,887","2,274","521","3,122","9","488","3,601","902","2,699"
"Rockingham County, New Hampshire","","","","","","","","","",""
"    Estimate","308,211","289,844","2,704","165","6,231","54","1,921","7,292","2,133","5,159"
"Strafford County, New Hampshire","","","","","","","","","",""
"    Estimate","130,161","119,280","1,317","85","4,566","109","460","4,344","1,195","3,149"
"Sullivan County, New Hampshire","","","","","","","","","",""
"    Estimate","43,173","41,464","243","108","333","0","152","873","25","848"
"Atlantic County, New Jersey","","","","","","","","","",""
"    Estimate","264,650","167,448","37,622","1,303","20,803","127","21,831","15,516","6,774","8,742"
"Bergen County, New Jersey","","","","","","","","","",""
"    Estimate","931,275","642,742","54,347","1,904","153,970","314","29,561","48,437","25,074","23,363"
"Burlington County, New Jersey","","","","","","","","","",""
"    Estimate","446,301","315,919","75,309","661","23,074","301","9,795","21,242","5,107","16,135"
"Camden County, New Jersey","","","","","","","","","",""
"    Estimate","506,721","315,746","98,041","894","29,449","193","39,142","23,256","9,238","14,018"
"Cape May County, New Jersey","","","","","","","","","",""
"    Estimate","92,701","83,728","3,703","40","552","16","1,832","2,830","385","2,445"
"Cumberland County, New Jersey","","","","","","","","","",""
"    Estimate","150,085","95,958","29,887","1,393","2,040","21","11,172","9,614","5,341","4,273"
"Essex County, New Jersey","","","","","","","","","",""
"    Estimate","798,698","328,493","313,839","2,116","43,682","324","67,473","42,771","23,249","19,522"
"Gloucester County, New Jersey","","","","","","","","","",""
"    Estimate","291,745","235,930","30,509","332","9,019","22","6,132","9,801","2,960","6,841"
"Hudson County, New Jersey","","","","","","","","","",""
"    Estimate","671,923","338,748","81,178","3,274","105,812","379","89,283","53,249","33,873","19,376"
"Hunterdon County, New Jersey","","","","","","","","","",""
"    Estimate","125,063","111,406","3,426","124","5,235","43","1,347","3,482","1,797","1,685"
"Mercer County, New Jersey","","","","","","","","","",""
"    Estimate","368,085","219,896","75,292","928","42,301","275","14,688","14,705","7,177","7,528"
"Middlesex County, New Jersey","","","","","","","","","",""
"    Estimate","825,015","452,827","84,952","2,286","202,163","393","44,131","38,263","19,499","18,764"
"Monmouth County, New Jersey","","","","","","","","","",""
"    Estimate","620,821","505,878","43,044","955","33,752","106","16,071","21,015","9,208","11,807"
"Morris County, New Jersey","","","","","","","","","",""
